date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:43:05	30893/30893	---M--	200	added ('OK')	image/jpeg	date:Fri,%2031%20May%202024%2010:23:17%20GMT	https://www.agrolook.com/assets/homepagepartnersupload/AgroChemEx-2019-ACE-1.jpg	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/homepagepartnersupload/AgroChemEx-2019-ACE-1.jpg	(from https://www.agrolook.com/)
19:43:05	15538/15538	---M--	200	added ('OK')	image/jpeg	date:Fri,%2031%20May%202024%2010:23:36%20GMT	https://www.agrolook.com/assets/homepagepartnersupload/BRF.jpg	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/homepagepartnersupload/BRF.jpg	(from https://www.agrolook.com/)
19:43:05	19303/19303	---M--	200	added ('OK')	image/jpeg	date:Fri,%2031%20May%202024%2010:23:51%20GMT	https://www.agrolook.com/assets/homepagepartnersupload/iibat-logo.jpg	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/homepagepartnersupload/iibat-logo.jpg	(from https://www.agrolook.com/)
19:43:06	32157/32157	---M-Z	200	added ('OK')	text/css	etag:W/%2228feccc0-7d9d%22	http://code.jquery.com/ui/1.10.4/themes/ui-lightness/jquery-ui.css	C:/My%20Web%20Sites/agrolook1/code.jquery.com/ui/1.10.4/themes/ui-lightness/jquery-ui.css	(from https://www.agrolook.com/)
19:43:08	62/62	---MC-	302	error ('Found')	text/plain	date:Thu,%2025%20Jul%202024%2014:13:07%20GMT	https://unpkg.com/sweetalert/dist/sweetalert.min.js	C:/My%20Web%20Sites/agrolook1/unpkg.com/sweetalert/dist/sweetalert.min.2b.delayed	(from https://www.agrolook.com/)
19:43:11	42863/42863	---M-Z	200	added ('OK')	application/javascript	etag:%2265999b46-286a%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/slick.min.js	C:/My%20Web%20Sites/agrolook1/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/slick.min.js	(from https://www.agrolook.com/)
19:43:11	40808/40808	---MCZ	200	added ('OK')	application/javascript	etag:W/%229f68-Kj2qvHAjLGNQq0jTJgXcSmrB8fo%22	https://unpkg.com/sweetalert@2.1.2/dist/sweetalert.min.js	C:/My%20Web%20Sites/agrolook1/unpkg.com/sweetalert@2.1.2/dist/sweetalert.min.js	(from https://www.agrolook.com/)
19:43:13	44342/44342	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03cf0-ad36%22	https://cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/owl.carousel.min.js	C:/My%20Web%20Sites/agrolook1/cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/owl.carousel.min.js	(from https://www.agrolook.com/)
19:43:14	273199/273199	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-42b2f%22	http://code.jquery.com/jquery-1.10.2.js	C:/My%20Web%20Sites/agrolook1/code.jquery.com/jquery-1.10.2.js	(from https://www.agrolook.com/)
19:43:16	436715/436715	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-6a9eb%22	http://code.jquery.com/ui/1.10.4/jquery-ui.js	C:/My%20Web%20Sites/agrolook1/code.jquery.com/ui/1.10.4/jquery-ui.js	(from https://www.agrolook.com/)
19:43:16	405/405	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Mar%202024%2009:58:04%20GMT	https://www.agrolook.com/assets/images/location-b-outline.png	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/images/location-b-outline.png	(from https://www.agrolook.com/)
19:43:16	388/388	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Mar%202024%2009:54:36%20GMT	https://www.agrolook.com/assets/images/phone-b-outline.png	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/images/phone-b-outline.png	(from https://www.agrolook.com/)
19:43:17	326/326	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Mar%202024%2009:53:06%20GMT	https://www.agrolook.com/assets/images/mail-b-outline.png	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/images/mail-b-outline.png	(from https://www.agrolook.com/)
19:43:17	78129/78129	---M-Z	200	added ('OK')	application/javascript	etag:W/%2213131-qF5oFiTJGhBqUUwx6s+A3oF7LMM%22	https://cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/agrolook1/cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/js/bootstrap.bundle.min.js	(from https://www.agrolook.com/)
19:43:18	42863/42863	---M-Z	200	added ('OK')	application/javascript	etag:W/%22a76f-O0GzvJVmhQFaNHoiOOcdsp36Dbs%22	https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.min.js	C:/My%20Web%20Sites/agrolook1/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.min.js	(from https://www.agrolook.com/)
19:43:18	2577/2577	---M-Z	200	added ('OK')	image/png	etag:%225eb03cf0-a11%22	https://cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/assets/owl.video.play.png	C:/My%20Web%20Sites/agrolook1/cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/assets/owl.video.play.png	(from https://cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/assets/owl.carousel.min.css)
19:43:19	4178/4178	---M-Z	200	added ('OK')	image/gif	etag:%225eb03fd5-1052%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.9/ajax-loader.gif	C:/My%20Web%20Sites/agrolook1/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.9/ajax-loader.gif	(from https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.9/slick-theme.min.css)
19:43:19	2048/2048	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03fd5-800%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.9/fonts/slick.eot	C:/My%20Web%20Sites/agrolook1/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.9/fonts/slick.eot	(from https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.9/slick-theme.min.css)
19:43:19	2048/2048	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03fd5-800%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.9/fonts/slick.eot?	C:/My%20Web%20Sites/agrolook1/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.9/fonts/slickd41d.eot	(from https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.9/slick-theme.min.css)
19:43:20	1380/1380	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03fd5-564%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.9/fonts/slick.woff	C:/My%20Web%20Sites/agrolook1/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.9/fonts/slick.woff	(from https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.9/slick-theme.min.css)
19:43:20	1892/1892	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03fd5-764%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.9/fonts/slick.ttf	C:/My%20Web%20Sites/agrolook1/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.9/fonts/slick.ttf	(from https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.9/slick-theme.min.css)
19:43:21	2152/2152	---M-Z	200	added ('OK')	image/svg+xml	etag:%225eb03fd5-868%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.9/fonts/slick.svg	C:/My%20Web%20Sites/agrolook1/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.9/fonts/slick.svg	(from https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.9/slick-theme.min.css)
19:43:21	4178/4178	---M--	200	added ('OK')	image/gif	etag:W/%221052-ehqkNhQ5Y4K7FeX95XTZzc0haY8%22	https://cdn.jsdelivr.net/gh/kenwheeler/slick@1.8.1/slick/ajax-loader.gif	C:/My%20Web%20Sites/agrolook1/cdn.jsdelivr.net/gh/kenwheeler/slick@1.8.1/slick/ajax-loader.gif	(from https://cdn.jsdelivr.net/gh/kenwheeler/slick@1.8.1/slick/slick-theme.css)
19:43:22	2048/2048	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22800-Lf8HaPTApTIodh6rkX4sZVVgQtQ%22	https://cdn.jsdelivr.net/gh/kenwheeler/slick@1.8.1/slick/fonts/slick.eot	C:/My%20Web%20Sites/agrolook1/cdn.jsdelivr.net/gh/kenwheeler/slick@1.8.1/slick/fonts/slick.eot	(from https://cdn.jsdelivr.net/gh/kenwheeler/slick@1.8.1/slick/slick-theme.css)
19:43:22	2048/2048	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22800-Lf8HaPTApTIodh6rkX4sZVVgQtQ%22	https://cdn.jsdelivr.net/gh/kenwheeler/slick@1.8.1/slick/fonts/slick.eot?	C:/My%20Web%20Sites/agrolook1/cdn.jsdelivr.net/gh/kenwheeler/slick@1.8.1/slick/fonts/slickd41d.eot	(from https://cdn.jsdelivr.net/gh/kenwheeler/slick@1.8.1/slick/slick-theme.css)
19:43:22	1380/1380	---M--	200	added ('OK')	font/woff	etag:W/%22564-r5HBLw9Aak+AGus7OYdo/kHY+GQ%22	https://cdn.jsdelivr.net/gh/kenwheeler/slick@1.8.1/slick/fonts/slick.woff	C:/My%20Web%20Sites/agrolook1/cdn.jsdelivr.net/gh/kenwheeler/slick@1.8.1/slick/fonts/slick.woff	(from https://cdn.jsdelivr.net/gh/kenwheeler/slick@1.8.1/slick/slick-theme.css)
19:43:22	1892/1892	---M-Z	200	added ('OK')	font/ttf	etag:W/%22764-MzHuvdS6NI7yWr4Aw5/76GfUZXU%22	https://cdn.jsdelivr.net/gh/kenwheeler/slick@1.8.1/slick/fonts/slick.ttf	C:/My%20Web%20Sites/agrolook1/cdn.jsdelivr.net/gh/kenwheeler/slick@1.8.1/slick/fonts/slick.ttf	(from https://cdn.jsdelivr.net/gh/kenwheeler/slick@1.8.1/slick/slick-theme.css)
19:43:22	2152/2152	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22868-F/Y8b2ExOJRiuj2BS33fgzRHBfk%22	https://cdn.jsdelivr.net/gh/kenwheeler/slick@1.8.1/slick/fonts/slick.svg	C:/My%20Web%20Sites/agrolook1/cdn.jsdelivr.net/gh/kenwheeler/slick@1.8.1/slick/fonts/slick.svg	(from https://cdn.jsdelivr.net/gh/kenwheeler/slick@1.8.1/slick/slick-theme.css)
19:43:23	6609/6609	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Jul%202024%2014:13:23%20GMT	https://www.agrolook.com/assets/fonts/Calibri-Bold.woff2	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/fonts/Calibri-Bold.41.delayed	(from https://www.agrolook.com/assets/css/style.css)
19:43:24	6609/6609	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Jul%202024%2014:13:23%20GMT	https://www.agrolook.com/assets/fonts/Calibri-Bold.woff	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/fonts/Calibri-Bold.woff	(from https://www.agrolook.com/assets/css/style.css)
19:43:24	6609/6609	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Jul%202024%2014:13:24%20GMT	https://www.agrolook.com/assets/fonts/Calibri.woff2	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/fonts/Calibri.woff2	(from https://www.agrolook.com/assets/css/style.css)
19:43:24	6609/6609	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Jul%202024%2014:13:24%20GMT	https://www.agrolook.com/assets/fonts/Calibri.woff	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/fonts/Calibri.woff	(from https://www.agrolook.com/assets/css/style.css)
19:43:25	6609/6609	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Jul%202024%2014:13:24%20GMT	https://www.agrolook.com/assets/fonts/Calibri-Italic.woff2	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/fonts/Calibri-Italic.woff2	(from https://www.agrolook.com/assets/css/style.css)
19:43:25	6609/6609	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Jul%202024%2014:13:24%20GMT	https://www.agrolook.com/assets/fonts/Calibri-Italic.woff	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/fonts/Calibri-Italic.woff	(from https://www.agrolook.com/assets/css/style.css)
19:43:25	6609/6609	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Jul%202024%2014:13:25%20GMT	https://www.agrolook.com/assets/fonts/Calibri-Light.woff2	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/fonts/Calibri-Light.woff2	(from https://www.agrolook.com/assets/css/style.css)
19:43:25	6609/6609	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Jul%202024%2014:13:25%20GMT	https://www.agrolook.com/assets/fonts/Calibri-Light.woff	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/fonts/Calibri-Light.woff	(from https://www.agrolook.com/assets/css/style.css)
19:43:26	6609/6609	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Jul%202024%2014:13:25%20GMT	https://www.agrolook.com/assets/fonts/Calibri-BoldItalic.woff2	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/fonts/Calibri-BoldItalic.woff2	(from https://www.agrolook.com/assets/css/style.css)
19:43:26	6609/6609	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Jul%202024%2014:13:25%20GMT	https://www.agrolook.com/assets/fonts/Calibri-BoldItalic.woff	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/fonts/Calibri-BoldItalic.woff	(from https://www.agrolook.com/assets/css/style.css)
19:43:26	6609/6609	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Jul%202024%2014:13:26%20GMT	https://www.agrolook.com/assets/fonts/MinionPro-Bold.woff2	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/fonts/MinionPro-Bold.woff2	(from https://www.agrolook.com/assets/css/style.css)
19:43:26	6609/6609	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Jul%202024%2014:13:26%20GMT	https://www.agrolook.com/assets/fonts/MinionPro-Bold.woff	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/fonts/MinionPro-Bold.woff	(from https://www.agrolook.com/assets/css/style.css)
19:43:27	6609/6609	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Jul%202024%2014:13:26%20GMT	https://www.agrolook.com/assets/fonts/Calibri-LightItalic.woff2	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/fonts/Calibri-LightItalic.woff2	(from https://www.agrolook.com/assets/css/style.css)
19:43:27	6609/6609	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Jul%202024%2014:13:26%20GMT	https://www.agrolook.com/assets/fonts/Calibri-LightItalic.woff	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/fonts/Calibri-LightItalic.woff	(from https://www.agrolook.com/assets/css/style.css)
